date,title,content,link,symbols,tags,sentiment.polarity,sentiment.neg,sentiment.neu,sentiment.pos,finbert_sentiment,finbert_positive,finbert_negative,finbert_neutral,sentiment_score,symbol_crowding_score,title_mention_score,content_density_score,cosine_similarity_score,normalized_cosine_score,recency_score,relevance_score
2026-05-15T22:44:00+00:00,"David Tepper’s Appaloosa Raises Stakes in Amazon, Uber. It Exits American, Trims Alibaba.","Hedge fund Appaloosa, run by billionaire David Tepper, took an axe to many of its stock holdings in the first quarter of the year.

Continue Reading",https://finance.yahoo.com/m/481ad5e3-0983-319e-8e31-db7bb99fcf21/david-tepper%E2%80%99s-appaloosa.html,"['1AMZN.MI', '1MSFT.MI', '2330.TW', '2RR.F', '9988.HK', 'AHLA.F', 'AMZ.F', 'AMZ.HM', 'AMZ.MU', 'AMZ1.F', 'AMZN.BA', 'AMZN.MX', 'AMZN.SN', 'AMZN.US', 'AMZO34.SA', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'MSF.DU', 'MSF.F', 'MSF.HM', 'MSF.MU', 'MSF0.F', 'MSFT.BA', 'MSFT.MX', 'MSFT.SN', 'MSFT.US', 'MSFT34.SA', 'SNDK.US', 'TSFA.F', 'TSM.US', 'TSMC34.SA', 'TSMN.MX', 'TSMWF.US', 'U1BE34.SA', 'UBER.US', 'UT8.F', 'UT80.F']",[],-0.103,0.053,0.947,0.0,neutral,0.027632882818579674,0.11178082972764969,0.8605862855911255,-0.08414794690907001,0.045454545454545456,0.0,0.0,0.28582853,0.22430669,1.0,0.16744030829180373
2026-05-15T18:15:00+00:00,Trump-Xi Summit Ends With Few Breakthroughs. Chinese Stocks Emerge the Winner.,"President Donald Trump and Chinese leader Xi Jinping’s long-anticipated summit ended with both suggesting an agreement to reset their relationship, but with few concrete breakthroughs otherwise. With such low expectations heading into the meeting, even underwhelming results appear to be enough to soothe investors for now. The cooling of tensions could draw U.S. investors back to Chinese stocks—after wariness about tit-for-tat retaliations between the two superpowers—and boost that market.

Continue Reading",https://finance.yahoo.com/m/d35be101-4a56-39fb-9edc-abead6e8ecd5/trump-xi-summit-ends-with-few.html,"['2RR.F', '9988.HK', 'AHLA.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'CNQQ.US', 'MCHI.US']",[],0.402,0.076,0.814,0.11,positive,0.7201481461524963,0.042843326926231384,0.23700852692127228,0.677304819226265,0.1111111111111111,0.0,0.0,0.28002536,0.21124226,0.9816723542923165,0.17875557784419357
2026-05-15T17:57:00+00:00,GPWR Litigation Lawyers Honored by the Daily Journal With California Lawyer of the Year Award (2026),"Rob Prongay, Kara Wolke, and Melissa Wright Recognized for Record-Setting $433.5 Million Recovery on Behalf of Alibaba Investors

LOS ANGELES, May 15, 2026--(BUSINESS WIRE)--Glancy Prongay Wolke & Rotter LLP (GPWR) is proud to announce that partners Rob Prongay, Kara Wolke, and Melissa Wright have been honored with the prestigious California Lawyer of the Year (CLAY) Award by the Daily Journal, California’s leading legal publication. The award, presented on May 6, 2026, recognizes the team’s record-setting achievement in securing a $433.5 million recovery for investors in a securities fraud class action against Alibaba Group Holding Ltd.

The recovery, with GPWR acting as sole lead counsel, was the largest securities class action settlement of 2026 and ranks among the 50 largest U.S. securities class action settlements of all time, as tracked by Institutional Shareholder Services.

Statements from the Team

""In big securities cases, there is a lot of risk in going to trial. After all the litigation as we worked our way through their defenses, we were in position to promote a strong settlement,"" said Kara M. Wolke, co-chair of GPWR’s securities litigation practice group and the firm’s general counsel. ""We knew they had misrepresented their business practices and that the Chinese government had told them to stop. In the simplest terms, we alleged they said they would stop, but did not.""

About the CLAY Award

The California Lawyer of the Year Award is presented annually by the Daily Journal, the state’s premier legal publication, to recognize the most outstanding legal work performed in California across multiple practice areas. The award honors attorneys whose achievements have significantly shaped the law or delivered exceptional results for their clients.

About Glancy Prongay Wolke & Rotter LLP

Glancy Prongay Wolke & Rotter LLP is a national plaintiff’s litigation firm headquartered in Los Angeles, California. The firm is a recognized leader in securities fraud and investor rights litigation, with a long track record of achieving significant recoveries for defrauded investors. GPWR has served as plaintiffs’ counsel in some of the largest securities class action settlements in history.

View source version on businesswire.com: https://www.businesswire.com/news/home/20260515047258/en/

Contacts

Media Contact 
Glancy Prongay Wolke & Rotter LLP 
1925 Century Park East, Suite 2100
Los Angeles, CA 90067
Telephone: 310-201-9150
Toll-Free: 888-773-9224
Visit our website at: www.glancylaw.com.

View Comments",https://finance.yahoo.com/markets/stocks/articles/gpwr-litigation-lawyers-honored-daily-175700282.html,"['2RR.F', '9988.HK', 'AHLA.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX']","['CLASS ACTION', 'CLASS-ACTION', 'LEGAL-AWARDS', 'LITIGATION', 'SECURITIES-FRAUD']",0.988,0.058,0.795,0.148,positive,0.5607608556747437,0.018755363300442696,0.4204837679862976,0.542005492374301,0.14285714285714285,0.0,0.13748895,0.3148981,0.28974983,0.9804580284271075,0.25431867750882253
2026-05-15T17:05:22+00:00,Apple Stock Rises After Surprise iPhone 17 Price Cuts in China,"This article first appeared on GuruFocus.

Apple (NASDAQ:AAPL) moved higher about 1% after reports said the company cut prices on some iPhone 17 models in China ahead of the country's annual 618 shopping holiday next month.

Apple lowered the price of some iPhone 17 Pro models by 1,000 yuan, or about $138, on sites including JD.com and Alibaba's Taobao. After trade-in credits and other promotions, the iPhone 17 Pro could cost 6,999 yuan, Chinese news outlet Global Times reported.

Warning! GuruFocus has detected 5 Warning Signs with SMCI. Is AAPL fairly valued? Test your thesis with our free DCF calculator.

Apple also reduced the base iPhone 17 model, while other handset makers including Huawei and Xiaomi have also trimmed prices. The moves come as sellers compete for shoppers in a market where discounts are common during major buying events.

Apple's price cuts may help it stay competitive in China, where the government has also offered a national trade-in subsidy that can lower smartphone prices by as much as 15%, up to 500 yuan.

View Comments",https://finance.yahoo.com/markets/stocks/articles/apple-stock-rises-surprise-iphone-170522057.html,"['013A.F', '013C.F', '1810.HK', '1AAPL.MI', '2RR.F', '3CP.F', '9618.HK', '9988.HK', 'AAPL.BA', 'AAPL.MX', 'AAPL.US', 'AAPL34.SA', 'AHLA.F', 'APC.DU', 'APC.F', 'APC.HA', 'APC.HM', 'APC.MU', 'APC8.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'JD.US', 'JD.VI', 'JDCMF.US', 'JDCO34.SA', 'XIACF.US', 'XIACY.US']","['PRICE-TARGET', 'RETAIL', 'TECH']",0.648,0.068,0.847,0.085,negative,0.06356824934482574,0.8784777522087097,0.05795396491885185,-0.814909502863884,0.05263157894736842,0.0,0.0,0.29469347,0.24426398,0.9769830402127858,0.17192219296121136
2026-05-15T15:58:00+00:00,BABA Q4 Profit Falls on Heavy Tech Spending: Time to Sell the Stock?,"Alibaba Group BABA closed its fiscal 2026 with a sobering message for investors — the cost of staying relevant in the artificial intelligence (AI) era is steep, and shareholders are footing the bill. The Chinese Internet major reported its fourth-quarter and full-year results on May 13, 2026, revealing that non-GAAP net income for the March quarter collapsed to RMB 86 million from RMB 29,847 million a year earlier, while the company swung to its first operating loss since 2021. Quick commerce subsidies and a relentless AI capital-spending cycle have hollowed out near-term profitability.

With management explicitly signaling that the heavy spending cycle will continue, the case for selling the stock is hard to ignore as 2026 progresses. The Zacks Consensus Estimate for fiscal 2027 earnings is pegged at $7.46 per share, down by 4.2% over the past 30 days.

Alibaba Group Holding Limited Price and ConsensusAlibaba Group Holding Limited Price and Consensus

Alibaba Group Holding Limited price-consensus-chart | Alibaba Group Holding Limited Quote

Profit Collapse Exposes the Real Cost of Alibaba's AI Pivot

The headline numbers from the March quarter make the strain visible. Revenues rose 3% year over year to RMB 243.38 billion, or 11% on a like-for-like basis after excluding the disposed Sun Art and Intime businesses, but profitability cratered.

Non-GAAP earnings per ADS fell 95% to RMB 0.62, and the company posted an operating loss of RMB 848 million against an RMB 28.5 billion operating profit a year earlier. The damage came from two fronts. Alibaba China E-commerce Group's adjusted EBITA tumbled 40% to RMB 24.01 billion as the company funneled cash into Taobao Instant Commerce, where quick-commerce revenues jumped 57% but margins remained pressured. Simultaneously, Cloud Intelligence Group capex weighed on consolidated earnings even as its revenues climbed 38% to RMB 41.6 billion. Net cash from operating activities for the full fiscal year fell 53% to RMB 76.2 billion, and free cash flow turned deeply negative. The underlying margin story is unambiguously deteriorating.

Guidance Cements a Prolonged Margin Compression

The forward outlook offered no relief. On the fiscal fourth-quarter earnings call, management indicated that Alibaba intends to remain equally resolute in continuing aggressive AI infrastructure investment over the next two years, viewing this as a critical window.

The company is targeting AI-related products to exceed 50% of external cloud revenues within roughly one year, and is reaching for an external cloud-and-AI revenue base of over $100 billion within five years. On the consumption side, the company indicated its Taobao Instant Commerce push will not reach the RMB 1 trillion scale or profitability until fiscal 2029.

April 2026 reinforced the spending narrative, as the Qwen team rolled out Qwen3.6-Plus on April 2, Qwen3.6-35B-A3B on April 16, Qwen3.6-Max-Preview on April 20, and Qwen3.6-27B on April 22, alongside Accio Work for cross-border merchants. This pace of model releases requires sustained capex, with management noting server replacement costs have more than doubled year over year. With $38 billion in net cash fueling the spree, BABA has the firepower to keep spending well into fiscal 2027, but with no clear timeline for a return to peak profitability.

Story Continues

Share Price Movement and Competitive Landscape

BABA shares have declined 3.7% in the year-to-date period, underperforming the Zacks Internet – Commerce industry and the Zacks Retail-Wholesale sector’s growth of 7.2% and 6.2%, respectively.

BABA’s YTD Price PerformanceZacks Investment Research

Image Source: Zacks Investment Research

Alibaba's primary cloud competitors are Amazon AMZN, Microsoft MSFT and Alphabet GOOGL-owned Google, and the comparison is unflattering. Amazon's AWS continues to dominate global cloud market share, while Amazon's massive profit machine funds AI at only a fraction of its overall revenue impact. Microsoft has aggressively embedded its AI stack across Azure and Microsoft 365, deepening enterprise stickiness across its installed base. Google leverages its in-house TPUs and Google's Gemini ecosystem to compete head-on for inference workloads worldwide. Against this trio of much better-capitalized rivals, BABA's heavy margin sacrifice in fiscal 2026 looks costlier, riskier and far less defensible heading into 2026.

From a valuation standpoint, BABA stock is currently trading at a trailing 12-month EV/EBITDA ratio of 19.03X compared with the industry’s 24.98X. BABA has a Value Score of F.

BABA’s ValuationZacks Investment Research

Image Source: Zacks Investment Research

What Should Investors Do Now?

With group operating profit erased, free cash flow negative, capex commitments extended through 2029 on the quick-commerce side and two more years of aggressive AI spending ahead, the risk-reward skews unfavorably. Investors holding BABA into 2026 face the prospect of compounding earnings drag without a near-term catalyst for margin recovery. Offloading the stock appears to be the prudent course of action. Alibaba currently carries a Zacks Rank #5 (Strong Sell).

You can see the complete list of today’s Zacks #1 Rank (Strong Buy) stocks here.

Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report

Amazon.com, Inc. (AMZN) : Free Stock Analysis Report

Microsoft Corporation (MSFT) : Free Stock Analysis Report

Alphabet Inc. (GOOGL) : Free Stock Analysis Report

Alibaba Group Holding Limited (BABA) : Free Stock Analysis Report

This article originally published on Zacks Investment Research (zacks.com).

Zacks Investment Research

View Comments",https://finance.yahoo.com/markets/stocks/articles/baba-q4-profit-falls-heavy-155800072.html,"['2RR.F', '9988.HK', 'AHLA.F', 'AMZN.US', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'GOOGL.US', 'MSFT.US']","['AI', 'CLOUD-COMPUTING', 'EARNINGS', 'FREE CASH FLOW', 'NET INCOME', 'PRICE-PERFORMANCE', 'VALUATION']",0.995,0.066,0.818,0.116,negative,0.014426386915147305,0.9712821245193481,0.0142915528267622,-0.9568557376042008,0.1,0.0,0.29926866,0.51732326,0.74546134,0.972467689597352,0.41335613716480574
2026-05-15T12:12:31+00:00,Is Alibaba Group Holding (NYSE:BABA) Offering Value After Recent Restructuring And Cash Flow Outlook?,"Make better investment decisions with Simply Wall St's easy, visual tools that give you a competitive edge.

If you are wondering whether Alibaba Group Holding is offering good value at its current price, this breakdown will help you judge the stock using clear, comparable valuation checks. The stock most recently closed at US$141.12, with returns of 0.1% over the past week, 7.4% over the past month, a decline of 9.4% year to date, a 15.8% gain over the past year and a decline of 31.6% over five years. Recent coverage has focused on how Alibaba is repositioning its core operations and capital allocation, including restructuring moves and business refocusing, which help frame how investors think about the stock. These developments provide context for the recent share price performance and why sentiment may have shifted over different time frames. On Simply Wall St's valuation checks, Alibaba Group Holding currently scores 4 out of 6, and the rest of this article will unpack what different valuation approaches say about that score while also pointing to an even more complete way to think about value at the end.

Find out why Alibaba Group Holding's 15.8% return over the last year is lagging behind its peers.

Approach 1: Alibaba Group Holding Discounted Cash Flow (DCF) Analysis

A Discounted Cash Flow, or DCF, model estimates what a stock could be worth by projecting the cash Alibaba Group Holding might generate in the future and then discounting those cash flows back to today’s value.

For Alibaba Group Holding, Simply Wall St uses a 2 Stage Free Cash Flow to Equity model based on cash flow projections. The latest twelve month free cash flow is a loss of CN¥8.5b. Looking ahead, analysts and internal estimates point to free cash flow of CN¥180.9b in the year to 31 March 2030, with interim projections such as CN¥54.1b in 2026 and CN¥159.8b in 2029. Estimates beyond the analyst horizon are extrapolated by Simply Wall St and should be treated as more uncertain than the nearer term figures.

Discounting this stream of projected cash flows results in an estimated intrinsic value of US$163.95 per share, compared with the recent share price of US$141.12. On this DCF view, Alibaba Group Holding is trading at about a 13.9% discount to that estimate, which points to a degree of undervaluation on cash flow assumptions alone.

Result: UNDERVALUED

Our Discounted Cash Flow (DCF) analysis suggests Alibaba Group Holding is undervalued by 13.9%. Track this in your watchlist or portfolio, or discover 47 more high quality undervalued stocks.BABA Discounted Cash Flow as at May 2026

Head to the Valuation section of our Company Report for more details on how we arrive at this Fair Value for Alibaba Group Holding.

Story Continues

Approach 2: Alibaba Group Holding Price vs Earnings (P/E)

For profitable companies, the P/E ratio is a useful way to see how much you are paying for each dollar of earnings, which makes it a common anchor for comparing stocks in the same industry.

What counts as a “normal” P/E depends a lot on how quickly earnings are expected to grow and how risky those earnings are. Higher growth and lower perceived risk tend to justify a higher multiple, while slower growth or higher uncertainty usually call for a lower one.

Alibaba Group Holding currently trades on a P/E of 20.6x. This sits slightly above the Multiline Retail industry average of 19.5x, and below the peer group average of 24.7x. Simply Wall St also calculates a proprietary “Fair Ratio” for the stock of 32.9x, which is the P/E that would be expected given factors such as Alibaba’s earnings growth profile, industry, profit margins, market cap and specific risks.

This Fair Ratio is more tailored than a simple comparison with peers or the sector, because it adjusts for company specific characteristics rather than assuming one size fits all. With Alibaba’s actual P/E of 20.6x sitting below the Fair Ratio of 32.9x, the preferred multiple view points to the stock trading at a discount to what those fundamentals imply.

Result: UNDERVALUEDNYSE:BABA P/E Ratio as at May 2026

P/E ratios tell one story, but what if the real opportunity lies elsewhere? Start investing in legacies, not executives. Discover our 19 top founder-led companies.

Upgrade Your Decision Making: Choose your Alibaba Group Holding Narrative

Earlier it was mentioned that there is an even better way to understand valuation, and that is where Narratives come in as simple stories you create about Alibaba Group Holding that link your view of its business, your forecast for revenue, earnings and margins, and your own fair value, all in one place.

On Simply Wall St, Narratives are available on the Community page and give you an easy tool to set your assumptions, see the fair value that drops out of those numbers, then compare that fair value with the current share price so you can judge whether the stock looks cheap, expensive or roughly in line with your expectations.

Because Narratives sit on the platform used by millions of investors and update automatically when new data such as earnings releases or major news is added, your story for Alibaba does not stay static. It adjusts as the facts change while keeping your original framework visible.

For Alibaba Group Holding right now, one investor Narrative might focus on heavy AI and instant commerce investment and arrive at a fair value of US$107.09. Another emphasizes long term AI and cloud potential and arrives at US$785.21. A third blends analyst expectations into a fair value of US$189.08. This shows how different yet structured perspectives on the same company can be compared side by side.

For Alibaba Group Holding, here are previews of two leading Alibaba Group Holding Narratives:

🐂 Alibaba Group Holding Bull Case

Fair value: US$189.08 per share

Implied discount to this fair value at the recent US$141.12 price: about 25.4%

Analyst revenue growth assumption: about 10.0% a year

Analysts are tying their view of value to AI, cloud and quick commerce investment, which they see as key drivers for higher revenue and margins over time. The fair value of US$189.08 reflects assumptions about revenue reaching CN¥1,352.2b, earnings of CN¥154.4b and a P/E of 25.6x by 2029, with these figures discounted back using a 9.54% rate. The narrative flags meaningful execution and macro risks around heavy spending, competition, regulation and capital intensity, and encourages you to test the analyst assumptions against your own expectations.

🐻 Alibaba Group Holding Bear Case

Fair value: US$107.09 per share

Implied premium to this fair value at the recent US$141.12 price: about 31.8%

Revenue growth input to the DCF model: about 14.1%

This narrative uses a DCF built on US$15b in normalized free cash flow, a 9.4% cost of equity and growth stepping down from 8% to a 2.5% terminal rate. The result is a fair value estimate of US$107.09 per share and an equity value of US$254.7b, which includes US$25b in net cash, with the current price framed as a premium to that output. It highlights AI and cloud momentum and strong cash generation as positives, while pointing to trade tensions, regulation, competition and currency risk as reasons the current price may already reflect near term growth.

Between these two Narratives you can see how different assumptions about cash flows, growth and risk lead to very different fair values. This is why grounding your own view in transparent numbers is so important.

See what the community is saying about Alibaba Group Holding

Do you think there's more to the story for Alibaba Group Holding? Head over to our Community to see what others are saying!NYSE:BABA 1-Year Stock Price Chart

This article by Simply Wall St is general in nature. We provide commentary based on historical data and analyst forecasts only using an unbiased methodology and our articles are not intended to be financial advice. It does not constitute a recommendation to buy or sell any stock, and does not take account of your objectives, or your financial situation. We aim to bring you long-term focused analysis driven by fundamental data. Note that our analysis may not factor in the latest price-sensitive company announcements or qualitative material. Simply Wall St has no position in any stocks mentioned.

Companies discussed in this article include BABA.

Have feedback on this article? Concerned about the content? Get in touch with us directly. Alternatively, email editorial-team@simplywallst.com

View Comments",https://finance.yahoo.com/markets/stocks/articles/alibaba-group-holding-nyse-baba-121231291.html,"['2RR.F', '9988.HK', 'AHLA.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX']","['DCF-ANALYSIS', 'EARNINGS GROWTH', 'FREE CASH FLOW', 'INTRINSIC VALUE', 'INVESTMENT-STRATEGY', 'P-E-RATIO', 'REVENUE GROWTH', 'SHARE PRICE', 'UNDERVALUED']",0.999,0.023,0.844,0.133,neutral,0.10451268404722214,0.42219772934913635,0.47328951954841614,-0.3176850453019142,0.14285714285714285,1.0,0.7436633,0.4521808,0.59880877,0.9575056093551093,0.5914491968542644
2026-05-15T10:01:44+00:00,How SpaceX stacks up against some of the biggest US IPOs,"By Shashwat Chauhan

May 15 (Reuters) - SpaceX is targeting a valuation of roughly $1.75 trillion in its upcoming ‌initial public offering, in what could be the ‌biggest-ever stock market debut by a U.S. company on Wall Street.

The ​listing of Elon Musk-led SpaceX could easily dwarf many of the biggest U.S. IPOs on record, including those of Alibaba, Visa and Facebook, now Meta Platforms, which analysts ‌say reflects high growth ⁠expectations from the rocket and satellite company that it may struggle to meet.

The charts ⁠below compare SpaceX with high-profile market debuts of the past on valuation and fundamentals.

Some of these companies entered public ​markets ​with larger revenue bases and ​clearer profit profiles. Analysts ‌say SpaceX's proposed valuation reflects in part how much investors are being asked to pay for future growth.

""All of these companies have had a compelling story for why rapid growth and big future profits might happen. ‌But when a company goes public ​at such a high valuation, ​lots of things ​have to go right,"" said Jay Ritter, ‌a University of Florida professor ​who tracks U.S. ​IPOs.

""Revenue has to grow enormously, and costs have to grow more slowly. Most of the time, things ​don't go ‌according to plan.""

(Reporting by Shashwat Chauhan in Bengaluru; Additional ​reporting by Johann M Cherian, editing by ​Colin Barr and Shinjini Ganguli)

View Comments",https://finance.yahoo.com/markets/stocks/articles/spacex-stacks-against-biggest-us-100144186.html,"['1FB.MI', '2RR.F', '3V6.F', '3V64.F', '9988.HK', 'AHLA.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'FB20.F', 'FB2A.F', 'FB2A.HM', 'M1TA34.SA', 'META.US', 'SPAX.PVT', 'V.MX', 'V.US', 'VISA34.SA']","['INITIAL PUBLIC OFFERING', 'IPO', 'SPACE']",0.922,0.016,0.907,0.077,neutral,0.21412762999534607,0.014109550043940544,0.7717627882957458,0.20001807995140553,0.07142857142857142,0.0,0.0,0.36373398,0.39969206,0.9489331139861469,0.21267346889656563
2026-05-15T09:29:00+00:00,Nvidia’s China Chip Breakthrough Isn’t Just About Sales,"The administration first gave Nvidia the nod to sell the high-end chips to China in December, but those sales have yet to materialize, in part because of the hoops the manufacturer had to jump through.

Continue Reading",https://finance.yahoo.com/m/21f18c89-499b-35d3-97d1-721bcfb52d3e/nvidia%E2%80%99s-china-chip.html,"['0700.HK', '0992.HK', '2RR.F', '80700.HK', '80992.HK', '9988.HK', 'AHLA.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'LHL.DU', 'LHL.F', 'LHL.MU', 'LHL1.F', 'LNVGF.US', 'LNVGY.US', 'NNN1.DU', 'NNN1.F', 'NNN1.MU', 'NNND.F', 'NNND.MU', 'NVD.HA', 'NVDA.US', 'TCEHY.US', 'TCTZF.US']","['REGULATION', 'SEMICONDUCTORS', 'TECH']",0.0,0.0,1.0,0.0,neutral,0.09892658144235611,0.020923685282468796,0.8801496624946594,0.07800289615988731,0.05,0.0,0.0,0.2684452,0.18517229,0.9467995676455047,0.15347302916702774
2026-05-15T00:21:43+00:00,Nvidia Gains As H200 China Approvals And $350 Target Fuel AI Upside,"This article first appeared on GuruFocus.

Nvidia (NASDAQ:NVDA) drew renewed investor attention on Thursday after a report suggested the U.S. Commerce Department had approved around 10 Chinese technology companies to purchase the company's H200 GPUs. Reuters, citing sources familiar with the matter, reported that Alibaba (NYSE:BABA), Tencent (TCEHY), ByteDance, and JD.com (NASDAQ:JD) were among the companies cleared to buy the chips. No deliveries have been made so far, but the approval could possibly mark an important demand signal for Nvidia at a time when investors are closely watching whether AI infrastructure spending can continue supporting the company's growth trajectory. Nvidia shares rose 2% in premarket trading following the report.

Warning! GuruFocus has detected 6 Warning Signs with NVDA. Is NVDA fairly valued? Test your thesis with our free DCF calculator.

The development came as Cantor Fitzgerald analyst C.J. Muse raised his price target on Nvidia to $350 from $300, arguing that CEO Jensen Huang has outdueled the rest of the semiconductor industry. Muse wrote that compute remains extraordinarily tight and said Cantor believes Nvidia is sold out for both 2026 and 2027. He also pointed to agentic AI demand, particularly at Anthropic and OAI, as confirmation of the massive return on invested capital for AI. According to Muse, that demand has only increased the need for compute, while bottlenecks across the semiconductor supply chain could provide support for year-over-year growth at Nvidia through at least 2028 to 2029.

Still, the investor setup remains more complicated than a simple bullish call. Some investors have expressed frustration over Nvidia's recent share price momentum, especially compared with competitors such as AMD (NASDAQ:AMD), Intel (NASDAQ:INTC), and others. Muse identified several potential catalysts that could move Nvidia shares higher, including the company's May 20 earnings report, greater visibility into Grace Blackwell and Vera Rubin, stronger evidence of productivity advantages versus AMD and ASICs, confidence that AI spending can extend beyond 2027, additional support from agentic AI and rising token demand, and a potentially meaningful share buyback that could reach 10% to 15% of outstanding float over the next five years. Muse added that long-only investors may be underweight today, which could possibly leave room for meaningful upside if positive momentum returns.

View Comments",https://finance.yahoo.com/markets/stocks/articles/nvidia-gains-h200-china-approvals-002143603.html,"['013A.F', '013C.F', '0700.HK', '1NVDA.MI', '2RR.F', '9618.HK', '9988.HK', 'AHLA.F', 'AMD.US', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'INTC.US', 'JD.US', 'JD.VI', 'JDCMF.US', 'JDCO34.SA', 'NNN1.DU', 'NNN1.F', 'NNN1.MU', 'NNND.F', 'NNND.MU', 'NVD.DU', 'NVD.F', 'NVD.HA', 'NVD.HM', 'NVDA.MX', 'NVDA.US', 'NVDC34.SA', 'NVDG.F', 'TCEHY.US', 'TCTZF.US']","['AI', 'EARNINGS', 'EARNINGS REPORT', 'PRICE TARGET', 'PRICE-TARGET', 'SEMICONDUCTORS', 'SHARE PRICE', 'SHARE-BUYBACK']",0.997,0.055,0.743,0.202,positive,0.9447020292282104,0.03171389922499657,0.023584119975566864,0.9129881300032139,0.041666666666666664,0.0,0.0,0.3503415,0.36954212,0.9118301200114408,0.19398520913961254
2026-05-14T16:36:11+00:00,Nvidia Stock Extends Winning Streak On China News,"Nvidia stock gapped higher on Thursday on a report that Chinese firms are lining up to buy its AI chips if they can secure China's approval.

Continue Reading",https://finance.yahoo.com/m/63f678e6-a552-3a03-91b5-2d53ed0f375b/nvidia-stock-extends-winning.html,"['013A.F', '013C.F', '0700.HK', '2RR.F', '9618.HK', '9988.HK', 'AHLA.F', 'BABA.BA', 'BABA.US', 'BABA34.SA', 'BABAF.US', 'BABAN.MX', 'JD.US', 'JD.VI', 'JDCMF.US', 'JDCO34.SA', 'NNN1.DU', 'NNN1.F', 'NNN1.MU', 'NNND.F', 'NNND.MU', 'NVDA.US', 'TCEHY.US', 'TCTZF.US']","['AI', 'CHINA', 'TECH']",0.671,0.0,0.82,0.18,positive,0.811793327331543,0.053240492939949036,0.1349661946296692,0.7585528343915939,0.05263157894736842,0.0,0.0,0.28823286,0.22971947,0.8831026866575625,0.15889803213052078
